-40.435180,-4.857022,40.481543
-39.754529,-11.980146,40.481544
-37.861225,-18.666507,40.481545
-34.540789,-25.012618,40.481547
-29.931633,-30.216081,40.481546
-24.005959,-34.239110,40.481546
-17.510631,-36.711824,40.481547
-10.859455,-37.721732,40.481547
-4.356448,-37.387981,40.481548
1.765204,-35.934628,40.481548
7.187153,-33.718067,40.481548
11.888386,-31.015100,40.481547
16.049803,-27.887765,40.481547
19.652953,-24.437942,40.481547
22.679215,-20.748861,40.481547
25.108265,-16.895883,40.481546
26.920735,-12.954368,40.481546
28.152287,-8.794358,40.481546
28.697893,-4.709927,40.481546
28.610279,-0.589009,40.481545
27.987330,3.265718,40.481544
26.896481,7.014182,40.481544
25.389404,10.615409,40.481541
23.510514,14.037624,40.481542
21.296480,17.253285,40.481544
18.628741,20.394053,40.481545
15.649590,23.241506,40.481545
12.384542,25.757055,40.481546
8.475241,28.095766,40.481546
4.086443,29.974153,40.481546
-0.747545,31.218040,40.481546
-5.937689,31.645061,40.481546
-11.343221,31.179362,40.481546
-16.813362,29.794607,40.481546
-22.188451,27.460413,40.481547
-27.270162,24.124236,40.481546
-31.788999,19.750154,40.481546
-35.519477,14.396895,40.481544
-38.224396,8.424333,40.481541
-41.949812,1.901741,36.228662
-42.033861,-5.228030,36.235621
-40.972422,-12.155596,36.235535
-38.859221,-19.207923,36.233316
-35.410520,-25.524268,36.234670
-30.888537,-31.122687,36.231474
-24.900248,-35.413723,36.227614
-18.484773,-38.210454,36.230636
-11.720101,-39.694364,36.230981
-4.755222,-39.558512,36.223045
1.645234,-38.377564,36.225001
7.504239,-36.153193,36.220114
12.563638,-33.206660,36.233764
16.757745,-29.527439,36.242268
20.508744,-25.641375,36.222805
23.994915,-22.164815,36.218683
25.843798,-17.616381,36.236480
27.302106,-13.099244,36.225274
28.093519,-8.949329,36.228285
29.353037,-4.808110,36.235810
30.078088,-0.584515,36.230240
28.525151,3.483730,36.234259
27.883605,7.461397,36.235643
27.430929,11.752884,36.235599
25.428263,15.402478,36.232553
22.295689,18.396837,36.229058
19.307538,21.079198,36.228862
16.091261,23.874406,36.229536
12.624830,26.352269,36.224701
8.484325,28.598738,36.223989
4.070192,30.238247,36.232262
-0.770039,31.207242,36.240341
-5.925508,31.413470,36.237925
-11.272345,30.811400,36.232383
-16.706425,29.409070,36.225827
-22.071519,27.125737,36.222670
-27.127864,23.785181,36.233266
-31.750258,19.568343,36.230847
-35.999705,14.535294,36.221335
-39.649160,8.684987,36.221686
-42.634194,1.933741,31.974570
-42.853197,-5.156716,31.975902
-41.742564,-12.490405,31.982042
-39.561437,-19.484993,31.989701
-36.042420,-25.974361,31.992026
-31.537705,-31.823154,31.988520
-25.715084,-36.269071,31.975958
-19.034376,-39.488298,31.970471
-12.160653,-41.262529,31.974505
-5.240230,-41.373353,31.979199
1.594831,-40.355696,31.988043
7.622359,-38.135340,31.989490
13.002661,-34.945677,31.994049
17.406314,-30.623366,31.987864
21.120608,-26.507291,31.980284
24.851883,-23.106831,31.992292
26.328514,-18.072973,31.977737
27.453488,-13.318405,31.985111
28.111921,-8.786976,31.981106
29.695818,-4.869601,31.973784
30.970780,-0.788993,31.984114
28.991596,3.523676,31.988982
28.693496,7.647039,31.980332
28.599139,12.093424,31.985152
26.675942,16.154587,31.981412
23.440895,19.208452,31.980036
20.014349,21.890529,31.987789
16.554467,24.562135,31.974333
12.698393,27.073965,31.980850
8.569768,29.109246,31.993317
4.200633,30.552058,31.988305
-0.797805,31.365803,31.971769
-5.860517,31.433873,31.974952
-11.111893,30.782971,31.984126
-16.455721,29.375700,31.984340
-21.947968,27.003858,31.978657
-26.966548,23.742635,31.980685
-31.865285,19.586471,31.979419
-36.413734,14.597816,31.975105
-40.263429,8.666518,31.973903
-42.687356,1.951931,27.730314
-43.106996,-5.274903,27.727346
-42.122210,-12.485085,27.733324
-39.912850,-19.618771,27.736275
-36.443646,-26.262057,27.729412
-31.903040,-32.227150,27.735799
-26.104945,-36.927307,27.743107
-19.644732,-40.294900,27.732219
-12.703798,-42.319104,27.725667
-5.451336,-42.726387,27.739557
1.514923,-41.819402,27.732496
7.849590,-39.455757,27.731798
13.272680,-36.121544,27.728192
17.744749,-31.403663,27.724421
21.364617,-27.089612,27.726995
25.187282,-23.645691,27.726691
26.535744,-18.021773,27.737555
27.434000,-13.380391,27.740193
28.106221,-8.767527,27.729090
29.700221,-5.038960,27.723493
31.205535,-0.729824,27.726777
29.364409,3.469968,27.727256
29.302107,7.905921,27.731626
29.259852,12.411011,27.725814
27.447673,16.646893,27.727147
24.185198,20.073980,27.731264
20.684691,22.790400,27.727508
17.012612,25.290538,27.731164
12.989486,27.678815,27.737212
8.738038,29.626318,27.737395
4.025384,31.009843,27.737154
-0.844125,31.663584,27.740890
-5.989231,31.649302,27.734267
-11.324493,30.944161,27.724204
-16.728868,29.431025,27.722231
-21.846193,27.117981,27.727854
-26.985325,23.866660,27.730089
-32.074439,19.758788,27.734558
-36.701065,14.735542,27.738230
-40.338909,8.863801,27.735728
-42.346306,1.953562,23.492636
-42.932281,-5.341825,23.479753
-42.029745,-12.580436,23.481140
-39.904741,-19.577788,23.492399
-36.565712,-26.333084,23.490457
-31.949920,-32.295796,23.487628
-26.427587,-37.085243,23.486706
-19.838602,-40.747093,23.486866
-12.849603,-42.877837,23.489840
-5.572343,-43.530954,23.489624
1.446744,-42.638196,23.475778
7.805503,-40.191113,23.474812
13.588162,-36.460202,23.478034
17.814040,-31.770227,23.478043
21.480983,-27.136937,23.482377
25.153730,-23.494827,23.489662
26.380566,-18.030791,23.490069
27.274814,-13.118102,23.491467
28.029974,-8.966577,23.481913
29.645789,-4.968467,23.481222
30.929452,-0.684608,23.489937
29.604135,3.438505,23.480346
29.707319,7.904306,23.481537
29.592555,12.650652,23.477959
27.862387,16.994768,23.473530
24.866540,20.677049,23.472468
21.260787,23.693246,23.477063
17.235831,26.139834,23.490302
13.297932,28.272828,23.487814
8.755236,30.215989,23.479915
4.203823,31.441521,23.480875
-0.939511,32.074320,23.483517
-6.120111,32.027286,23.473005
-11.494614,31.306776,23.479945
-16.920732,29.737873,23.492760
-22.047068,27.345342,23.488066
-27.242698,24.105419,23.484526
-32.389741,19.976810,23.481308
-36.904850,14.834213,23.482839
-40.253997,8.791906,23.490648
-41.715438,1.937955,19.242113
-42.390739,-5.125046,19.230886
-41.585779,-12.334101,19.228402
-39.517328,-19.363470,19.235708
