7.128655430262691439e+00,9.384590018902304820e+00,1.961763344462446668e+01
5.582940135875515963e+00,1.033484816564784836e+01,1.961763345141961778e+01
3.926302082785695369e+00,1.101907736139556171e+01,1.961763347639455191e+01
2.184088268026567636e+00,1.138883156753458081e+01,1.961763340671412337e+01
4.080997539946492059e-01,1.143362728701359110e+01,1.961763343792545911e+01
-1.301698654707773128e+00,1.116019244858866166e+01,1.961763341001472227e+01
-2.922200934815894602e+00,1.064703773251932617e+01,1.961763342358784357e+01
-4.458360507263867234e+00,9.939992542411262733e+00,1.961763346611701664e+01
-5.883515244339895922e+00,9.077654121778966356e+00,1.961763344656931807e+01
-7.219358642827380379e+00,8.065127887528161565e+00,1.961763347051993378e+01
-8.443715293833331970e+00,6.920164221351959632e+00,1.961763354194748388e+01
-9.553224234548171268e+00,5.616526813693716313e+00,1.961763354597175635e+01
-1.054155206421201640e+01,4.126799269050517971e+00,1.961763351853682380e+01
-1.135789648684658992e+01,2.475807585930396737e+00,1.961763351139208211e+01
-1.193966677328334569e+01,6.524544520589192764e-01,1.961763357963013021e+01
-1.223794005843137711e+01,-1.309005298412228235e+00,1.961763356101648981e+01
-1.217117380467147392e+01,-3.327213270048048788e+00,1.961763350887085622e+01
-1.168639164156377674e+01,-5.356465660731325684e+00,1.961763347855676187e+01
-1.083357975921957106e+01,-7.244305624219368411e+00,1.961763344548072396e+01
-9.636146149402637917e+00,-8.950025962099651622e+00,1.961763340105128961e+01
-8.135350546873571176e+00,-1.041916614485391257e+01,1.961763343332477660e+01
-6.391943560235321620e+00,-1.161743592483484555e+01,1.961763343992400976e+01
-4.475860195784722606e+00,-1.251016741547047673e+01,1.961763332808178362e+01
-2.410999545895889717e+00,-1.310098388864934726e+01,1.961763334780900436e+01
-2.800593526434647096e-01,-1.331311050730427326e+01,1.961763339477510470e+01
1.861268184423588323e+00,-1.310872995367336635e+01,1.961763342675802946e+01
3.914067776940201249e+00,-1.248074406529714153e+01,1.961763341850944897e+01
5.772006544671983264e+00,-1.150685781223828563e+01,1.961763349888691721e+01
7.413025559863807956e+00,-1.028069161943558640e+01,1.961763351952437517e+01
8.835025976240554968e+00,-8.870765138584282283e+00,1.961763346489451365e+01
1.004624400713615273e+01,-7.299862231676080171e+00,1.961763349809334755e+01
1.102913400766408358e+01,-5.609965139008969537e+00,1.961763351448306025e+01
1.175686859779242432e+01,-3.840790222697207934e+00,1.961763349007487278e+01
1.220548815350121963e+01,-1.980081051952615079e+00,1.961763351099244446e+01
1.233910460772312057e+01,-8.791826507870487140e-02,1.961763353015160760e+01
1.212686973600728635e+01,1.789940650532734212e+00,1.961763350026717134e+01
1.159597265297593971e+01,3.604052096848081366e+00,1.961763347729231910e+01
1.077524997134795548e+01,5.294181293115376441e+00,1.961763335035627165e+01
9.743381719097653715e+00,6.846001451676910321e+00,1.961763331420483425e+01
8.383102301615387830e+00,8.104772520801207136e+00,1.755779844828595415e+01
6.985677885870543058e+00,9.173283585968583509e+00,1.755740107308785625e+01
5.482132972562951956e+00,1.009037438522782537e+01,1.755875563162140551e+01
3.855240436261728743e+00,1.081400456548537825e+01,1.755877075985499047e+01
2.139692840345887248e+00,1.124963859623044726e+01,1.755775188166484568e+01
3.785430447049622504e-01,1.141013284619701551e+01,1.755879718482088947e+01
-1.340665682171887418e+00,1.124373102789511591e+01,1.755739601759156443e+01
-3.030197394666433119e+00,1.084899411127566182e+01,1.755721603881360693e+01
-4.629610278425707826e+00,1.023490039740244661e+01,1.755863107051030170e+01
-6.132582300282008347e+00,9.418784249996663860e+00,1.755840881432150979e+01
-7.529876908359902643e+00,8.379936759928632739e+00,1.755739526769548320e+01
-8.732926167120659500e+00,7.124423080268496911e+00,1.755843857351407067e+01
-9.774884802045763266e+00,5.702865801070219121e+00,1.755784642988673383e+01
-1.070586096889869587e+01,4.163343666122138131e+00,1.755781199131950032e+01
-1.148649355620561785e+01,2.465275686214257522e+00,1.755875061297003370e+01
-1.206031477129536711e+01,6.180702029093553262e-01,1.755857637232921675e+01
-1.239710733652036900e+01,-1.348295320820226628e+00,1.755874095949791780e+01
-1.235942657271321821e+01,-3.407583801673182311e+00,1.755758175962672496e+01
-1.187790061041785528e+01,-5.449700147172814368e+00,1.755709364101041814e+01
-1.098561639580147009e+01,-7.357391369556400385e+00,1.755808258182670301e+01
-9.739106680982805742e+00,-9.083133593832867447e+00,1.755925083255255359e+01
-8.208231689628336269e+00,-1.055697484921217111e+01,1.755919760845739219e+01
-6.405273395069995601e+00,-1.173015548260859831e+01,1.755752117089281583e+01
-4.453537861203034076e+00,-1.264102570478515553e+01,1.755780170885013902e+01
-2.391719728991065885e+00,-1.323874766206419373e+01,1.755874829519156322e+01
-2.552581626501404521e-01,-1.339560492977257766e+01,1.755777913141539770e+01
1.889818669783755789e+00,-1.323925553274793998e+01,1.755781014247431671e+01
3.953396115160790814e+00,-1.262797971387991680e+01,1.755754922851278010e+01
